stationID,lat,lon
ISANLO46,-32.62556,-60.75908
IIBARL1,-32.84834,-60.78878
IROSAR91,-32.916,-60.81739
ISANTAFE35,-32.91727,-60.81128
IROSAR61,-33.11406,-60.74818
ISANTAFE6,-33.18419,-60.73627
IROJAS6,-34.28152,-60.56347
IROSAR59,-33.08483,-60.73341
IROSAR58,-33.08493,-60.72656
IPERGA2,-33.90082,-60.57478
ILAINV4,-34.26686,-60.51783
ISANLO11,-32.81152,-60.72078
ISANTAFE18,-33.31502,-60.60337
IPERGA19,-33.90092,-60.57457
IPERGA14,-33.89128,-60.57283
IROSAR13,-32.96384,-60.72445
ICONSTIT7,-33.39299,-60.49813
IBAPERGA16,-33.86659,-60.56293
IROSAR57,-32.85991,-60.71149
IROSARIO16,-32.86036,-60.70676
IROSAR102,-32.923,-60.786
IROSARIO34,-32.92541,-60.77119
IGENER418,-33.103,-60.571
IROSARIO28,-33.10956,-60.55213
IARROY63,-33.15906,-60.51903
ISANNICO29,-33.60379,-60.38225
IPERGA15,-33.89565,-60.55625
IROSAR15,-32.89896,-60.69244
IROSAR17,-32.89979,-60.69228
IROSAR50,-32.92934,-60.73786
ISANTAFE118,-32.93784,-60.73162
IROSAR73,-32.93401,-60.7174
IROSAR26,-32.93412,-60.71754
IROSAR75,-32.93414,-60.71752
IROSAR93,-32.9963,-60.63944
IROSAR96,-33.10744,-60.55261
IROSARIO46,-32.90334,-60.67803
IROSAR52,-32.92968,-60.67874
ISANTAFE8,-32.94759,-60.67397
IROSAR33,-32.93737,-60.6755
IROSAR35,-32.93737,-60.67548
IROSAR34,-32.93787,-60.67271
IROSAR117,-32.953,-60.669
IROSAR28,-32.96824,-60.65367
IROSAR123,-32.96822,-60.65362
IROSAR121,-32.96822,-60.65359
IROSAR23,-32.96823,-60.65354
ISANNICO25,-33.52186,-60.31984
IROSAR76,-32.92824,-60.66292
IROSARIO26,-32.93967,-60.63812
IROSAR47,-32.94756,-60.6463
IROSARIO36,-32.94976,-60.64471
ISFCALZA2,-32.95,-60.643
IROSAR54,-32.95658,-60.65012
IROSAR90,-32.95996,-60.64228
IROSARIO6,-32.95418,-60.63477
IROSAR69,-32.95807,-60.6361
IROSAR67,-33.12773,-60.50851
ICONST44,-33.31783,-60.3208
IPERGA18,-33.89796,-60.54726
IPERGAMI7,-33.90522,-60.52405
ISANTAFE78,-32.94104,-60.63556
ISANNI25,-33.32282,-60.22486
ISANNICO36,-33.3375,-60.21816
ISANNI45,-33.33968,-60.21601
ISANNI2,-33.3386,-60.21414
ISANNI51,-33.33651,-60.21306
ISANNI27,-33.33618,-60.20759
